BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,FederalTIN,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco,Age,IndividualRate,IndividualTobaccoRate,Couple,PrimarySubscriberAndOneDependent,PrimarySubscriberAndTwoDependents,PrimarySubscriberAndThreeOrMoreDependents,CoupleAndOneDependent,CoupleAndTwoDependents,CoupleAndThreeOrMoreDependents,RowNumber
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,26,32,,,,,,,,,20
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,27,32,,,,,,,,,21
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,28,32,,,,,,,,,22
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,29,32,,,,,,,,,23
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,30,32,,,,,,,,,24
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,31,32,,,,,,,,,25
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,32,32,,,,,,,,,26
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,33,32,,,,,,,,,27
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,34,32,,,,,,,,,28
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,35,32,,,,,,,,,29
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,36,32,,,,,,,,,30
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,37,32,,,,,,,,,31
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,38,32,,,,,,,,,32
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,39,32,,,,,,,,,33
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,40,32,,,,,,,,,34
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,41,32,,,,,,,,,35
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,42,32,,,,,,,,,36
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,43,32,,,,,,,,,37
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,44,32,,,,,,,,,38
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,45,32,,,,,,,,,39
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,46,32,,,,,,,,,40
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,47,32,,,,,,,,,41
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,48,32,,,,,,,,,42
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,49,32,,,,,,,,,43
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,50,32,,,,,,,,,44
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,51,32,,,,,,,,,45
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,52,32,,,,,,,,,46
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,53,32,,,,,,,,,47
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,54,32,,,,,,,,,48
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,55,32,,,,,,,,,49
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,56,32,,,,,,,,,50
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,57,32,,,,,,,,,51
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,58,32,,,,,,,,,52
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,59,32,,,,,,,,,53
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,60,32,,,,,,,,,54
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,61,32,,,,,,,,,55
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,62,32,,,,,,,,,56
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,63,32,,,,,,,,,57
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 1,No Preference,64,32,,,,,,,,,58
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,21,32,,,,,,,,,61
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,22,32,,,,,,,,,62
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,23,32,,,,,,,,,63
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,24,32,,,,,,,,,64
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,25,32,,,,,,,,,65
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,26,32,,,,,,,,,66
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,27,32,,,,,,,,,67
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,28,32,,,,,,,,,68
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,29,32,,,,,,,,,69
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,30,32,,,,,,,,,70
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,31,32,,,,,,,,,71
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,32,32,,,,,,,,,72
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,33,32,,,,,,,,,73
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,34,32,,,,,,,,,74
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,35,32,,,,,,,,,75
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,36,32,,,,,,,,,76
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,37,32,,,,,,,,,77
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,38,32,,,,,,,,,78
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,39,32,,,,,,,,,79
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,40,32,,,,,,,,,80
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,41,32,,,,,,,,,81
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,42,32,,,,,,,,,82
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,43,32,,,,,,,,,83
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,44,32,,,,,,,,,84
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,45,32,,,,,,,,,85
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,46,32,,,,,,,,,86
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,47,32,,,,,,,,,87
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,48,32,,,,,,,,,88
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,49,32,,,,,,,,,89
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,50,32,,,,,,,,,90
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,51,32,,,,,,,,,91
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,52,32,,,,,,,,,92
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,53,32,,,,,,,,,93
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,54,32,,,,,,,,,94
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,55,32,,,,,,,,,95
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,56,32,,,,,,,,,96
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,57,32,,,,,,,,,97
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,58,32,,,,,,,,,98
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,59,32,,,,,,,,,99
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,60,32,,,,,,,,,100
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,61,32,,,,,,,,,101
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,62,32,,,,,,,,,102
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,63,32,,,,,,,,,103
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 2,No Preference,64,32,,,,,,,,,104
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,21,32,,,,,,,,,107
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,22,32,,,,,,,,,108
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,23,32,,,,,,,,,109
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,24,32,,,,,,,,,110
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,25,32,,,,,,,,,111
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,26,32,,,,,,,,,112
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,27,32,,,,,,,,,113
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,28,32,,,,,,,,,114
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,29,32,,,,,,,,,115
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,30,32,,,,,,,,,116
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,31,32,,,,,,,,,117
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,32,32,,,,,,,,,118
